Token.Sent,awareness,change_of_location,change_of_possession,change_of_state,change_of_state_continuous,existed_after,existed_before,existed_during,instigation,partitive,sentient,volition,was_for_benefit,was_used
conclude.6399,0.0,0.625,0.25,0.375,0.375,1.0,0.375,1.0,0.5,0.25,0.0,0.0,0.0,1.0
conclude.6424,0.0,0.5,0.25,0.5,0.0,1.0,0.875,0.8571428571428571,0.0,0.5,0.0,0.0,0.0,0.75
concur.445,1.0,0.375,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.625,1.0
condemn.1232,1.0,0.375,0.125,0.25,0.0,1.0,1.0,1.0,0.875,0.25,1.0,0.875,0.875,0.875
confirm.818,1.0,0.25,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.625,1.0
conquer.6671,0.875,0.875,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.625,1.0,0.875,1.0,1.0
contend.440,1.0,0.5,0.0,0.125,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.375,1.0
continue.10152,0.875,0.625,0.0,0.75,0.75,1.0,1.0,1.0,0.875,0.75,1.0,0.75,0.625,0.875
continue.10735,0.0,0.75,0.5,0.375,0.0,0.875,1.0,1.0,0.5,0.375,0.0,0.0,0.0,0.875
continue.11147,0.0,0.875,0.0,0.875,0.875,1.0,1.0,1.0,0.375,0.75,0.0,0.0,0.375,0.5
continue.6624,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.625,0.0,0.0,0.0,0.875
continue.6853,0.0,0.125,0.25,0.25,0.0,1.0,1.0,1.0,0.375,0.25,0.0,0.0,0.125,0.875
continue.81,0.0,0.125,0.125,0.375,0.0,0.5,1.0,1.0,0.375,0.25,0.0,0.0,0.125,0.875
cost.5865,0.375,0.375,0.5,0.375,0.0,1.0,1.0,1.0,0.75,0.25,0.0,0.375,0.875,0.875
count.877,0.875,0.5,0.0,0.25,0.0,1.0,1.0,1.0,0.875,0.375,1.0,0.875,0.5,0.375
cover.11401,0.375,0.375,0.125,0.625,0.375,1.0,1.0,1.0,1.0,0.75,0.0,0.5,0.5,0.875
cover.8112,1.0,0.625,0.125,0.625,0.375,0.875,1.0,1.0,1.0,0.875,0.875,1.0,1.0,1.0
crash.7226,0.125,0.875,0.125,0.875,0.75,1.0,1.0,1.0,0.75,0.375,0.0,0.0,0.0,0.875
crawl.9229,1.0,0.875,0.25,0.75,0.5,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.875,1.0
create.226,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.42857142857142855,0.5,0.0,0.0,0.0,0.0,0.5
create.6051,0.0,0.0,0.125,0.25,0.0,0.875,0.875,0.8571428571428571,0.875,0.125,0.0,0.0,0.125,0.875
date.779,1.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0
debate.1265,1.0,0.25,0.125,0.375,0.375,1.0,1.0,1.0,1.0,0.375,1.0,0.875,0.625,1.0
decide.11434,1.0,0.25,0.0,0.75,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
decide.4755,1.0,0.375,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.75,1.0
defeat.4220,0.25,0.25,0.5,0.625,0.375,0.875,0.875,0.8571428571428571,0.75,0.25,0.25,0.25,0.25,0.75
defend.5159,1.0,0.75,0.125,0.375,0.375,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
deliver.10989,0.375,0.25,0.0,0.25,0.0,1.0,0.5,1.0,1.0,0.25,0.5,0.25,0.0,1.0
demand.11137,1.0,0.25,0.125,0.125,0.0,1.0,1.0,1.0,0.875,0.0,1.0,0.875,0.5,0.5
deny.632,0.75,0.125,0.125,0.625,0.375,1.0,1.0,1.0,0.875,0.75,0.125,1.0,0.75,0.875
deny.679,1.0,0.0,0.125,0.5,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0
describe.436,1.0,0.375,0.0,0.375,0.0,1.0,1.0,1.0,0.875,0.0,1.0,1.0,0.375,1.0
deserve.11759,0.625,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.625,1.0,1.0
deserve.1567,1.0,0.125,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.875,0.875,1.0
deserve.907,0.875,0.0,0.0,0.75,0.5,1.0,1.0,1.0,1.0,0.75,0.5,0.5,1.0,0.875
detect.9325,1.0,0.75,0.125,0.875,0.75,1.0,1.0,1.0,1.0,0.75,0.875,1.0,0.75,1.0
detect.954,0.875,0.375,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.375,0.875,0.875,0.75,1.0
determine.11119,0.875,0.25,0.75,0.75,0.375,1.0,1.0,1.0,1.0,0.75,0.0,0.875,0.75,0.875
determine.6751,1.0,0.5,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.375,1.0,0.875,0.75,1.0
die.1035,0.125,0.375,0.0,0.5,0.5,0.5,1.0,1.0,0.375,0.0,0.875,0.0,0.0,0.875
die.1153,1.0,0.625,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
die.6650,0.75,0.375,0.0,1.0,0.75,0.0,1.0,1.0,0.375,0.0,1.0,0.375,0.0,0.0
dilute.8416,0.0,0.875,0.125,0.5,0.5,0.625,1.0,1.0,1.0,0.5,0.125,0.5,0.125,1.0
disappear.981,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.5,0.5,1.0,0.375,0.0,1.0
discuss.4362,1.0,0.0,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875,1.0
dislike.7538,1.0,1.0,0.0,0.875,1.0,0.625,1.0,1.0,0.75,0.0,1.0,0.75,0.125,0.875
dislike.8230,0.875,0.5,0.0,0.25,0.0,0.875,1.0,1.0,0.625,1.0,1.0,0.875,0.625,1.0
divide.623,0.0,0.0,0.125,0.375,0.0,0.75,0.125,1.0,1.0,0.5,0.0,0.0,0.125,1.0
do.10386,0.5,0.5,0.5,0.625,0.375,0.75,0.75,1.0,1.0,0.625,0.375,0.5,0.5,1.0
do.10921,1.0,0.875,0.0,0.75,0.875,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0
do.11058,1.0,0.625,0.125,0.25,0.0,1.0,1.0,1.0,0.875,0.125,1.0,0.75,0.5,0.375
do.11646,1.0,0.5,0.25,0.25,0.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.625,1.0
do.11998,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
do.12259,0.875,0.5,0.25,0.375,0.0,0.875,1.0,1.0,1.0,0.25,1.0,1.0,0.375,0.625
do.1641,1.0,0.5,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.25,1.0,0.75,0.75,0.625
do.2150,1.0,0.0,0.0,0.125,0.0,1.0,1.0,1.0,0.875,0.0,1.0,1.0,1.0,1.0
do.2337,1.0,0.5,0.0,0.5,0.375,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
do.3018,1.0,0.25,0.125,0.375,0.375,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.375,0.5
do.3824,1.0,0.25,0.0,0.25,0.0,1.0,1.0,1.0,0.875,0.375,1.0,1.0,0.875,1.0
do.5156,0.875,0.25,0.0,0.375,0.0,1.0,1.0,1.0,1.0,0.375,1.0,0.75,0.75,0.875
do.5161,1.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.375,1.0,0.875,0.25,0.625
do.5367,1.0,0.25,0.75,0.75,0.375,0.875,0.875,1.0,1.0,0.625,1.0,0.75,0.75,0.75
do.716,0.875,0.25,0.125,0.125,0.0,0.875,1.0,1.0,0.5,0.625,0.875,1.0,0.375,1.0
do.7203,1.0,0.875,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.5,1.0,0.875,1.0,0.5
do.7476,0.0,0.625,0.25,0.25,0.0,0.5,0.5,1.0,1.0,0.625,0.0,0.0,0.25,1.0
do.7731,0.0,0.25,0.5,0.5,0.0,0.75,0.75,1.0,0.0,0.5,0.0,0.0,0.375,1.0
do.7735,1.0,0.625,0.125,0.625,0.375,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.5,1.0
do.7754,0.5,0.75,0.125,0.5,0.375,0.875,1.0,1.0,0.875,0.875,1.0,0.5,0.875,0.875
do.8243,1.0,0.5,0.125,0.625,0.375,1.0,1.0,1.0,0.875,0.125,1.0,0.875,0.875,0.875
do.8486,0.625,0.5,0.25,0.25,0.0,1.0,1.0,1.0,0.5,0.25,0.75,0.5,0.5,0.375
do.8561,1.0,0.25,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.5,0.875,1.0,0.375,0.5
do.8620,1.0,0.25,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
do.8830,0.5,0.5,0.25,0.25,0.0,0.75,0.75,1.0,0.5,0.5,0.375,0.5,0.25,0.875
do.9018,1.0,0.5,0.375,0.5,0.375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0
do.9266,1.0,0.75,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.5
do.9396,1.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.5
do.9799,0.25,0.125,0.125,0.375,0.0,1.0,1.0,1.0,0.875,0.875,0.625,0.875,0.75,0.875
do.9822,0.875,0.375,0.0,0.25,0.0,1.0,1.0,1.0,0.375,0.75,1.0,0.875,0.25,0.875
do.9831,1.0,0.375,0.375,0.25,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.875,0.75
doubt.484,1.0,0.625,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.25,0.375
drag.6748,1.0,1.0,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.5,1.0
drool.1900,0.625,0.375,0.125,0.125,0.0,0.875,0.875,0.8571428571428571,0.875,0.625,0.75,0.625,0.5,0.625
drop.11121,1.0,0.625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
drop.12217,1.0,1.0,0.5,0.75,0.375,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
drop.9846,1.0,0.625,0.125,0.375,0.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.875,1.0
e-mail.4472,1.0,0.25,0.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.625,0.5
earn.366,1.0,0.75,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
earn.367,1.0,0.5,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
earn.368,1.0,0.875,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.875,0.5
earn.370,1.0,0.75,0.125,0.75,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
earn.371,1.0,0.75,0.0,0.75,0.875,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
earn.383,1.0,0.625,0.25,0.75,0.5,0.875,1.0,1.0,1.0,0.0,1.0,1.0,0.875,0.75
eat.10325,1.0,0.375,0.125,0.625,0.375,1.0,1.0,1.0,0.875,0.125,1.0,0.875,0.875,0.5
eat.6370,1.0,0.75,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.375,1.0,1.0,1.0,0.75
eat.7978,1.0,0.625,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.5,0.875,1.0,1.0,1.0
eat.9737,1.0,0.25,0.125,0.375,0.375,1.0,1.0,1.0,1.0,0.375,0.875,1.0,1.0,1.0
elect.9735,1.0,0.5,0.0,0.875,0.875,1.0,1.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0
email.11944,1.0,0.25,0.25,0.75,0.75,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.875,1.0
email.7372,1.0,0.625,0.125,0.25,0.0,1.0,1.0,1.0,1.0,0.5,0.875,1.0,1.0,1.0
employ.7202,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.14285714285714285,0.25,0.25,0.25,0.75,0.25,0.75
enable.3801,0.0,0.625,0.125,0.0,0.0,1.0,0.875,1.0,0.875,0.625,0.0,0.0,0.25,1.0
encourage.5482,1.0,0.25,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
end.10113,0.875,0.75,0.125,0.375,0.0,1.0,1.0,1.0,0.75,0.875,1.0,0.75,0.25,0.75
end.10920,0.0,0.375,0.125,0.5,0.375,1.0,1.0,1.0,0.0,0.375,0.0,0.0,0.125,0.0
end.11674,0.875,0.375,0.25,0.375,0.0,1.0,1.0,1.0,0.75,0.625,1.0,0.875,0.875,0.875
end.9106,0.75,0.5,0.0,0.875,0.75,1.0,1.0,1.0,0.625,0.375,1.0,0.125,0.5,0.375
end.9397,1.0,0.375,0.0,0.375,0.0,1.0,1.0,1.0,0.625,0.0,1.0,0.75,0.5,0.375
enjoy.10431,1.0,0.125,0.0,0.875,1.0,1.0,1.0,1.0,0.875,0.25,1.0,0.875,0.875,0.875
enjoy.11045,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.875,0.375,1.0,1.0,1.0,0.875
enjoy.11226,1.0,0.375,0.25,0.5,0.375,1.0,1.0,1.0,0.5,0.125,1.0,0.75,0.875,0.5
enjoy.11704,1.0,0.25,0.0,0.75,0.875,1.0,1.0,1.0,0.5,0.125,0.75,1.0,0.375,0.5
enjoy.2668,1.0,0.25,0.0,0.625,0.5,1.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0
enjoy.4005,1.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.125,1.0,1.0,0.875,1.0
enjoy.8601,1.0,0.625,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5
enjoy.8878,0.875,0.625,0.0,0.625,0.375,1.0,1.0,1.0,0.5,0.375,1.0,0.875,0.875,0.875
enjoy.9853,1.0,1.0,0.0,0.375,0.375,1.0,1.0,1.0,0.75,0.375,1.0,1.0,1.0,0.5
enjoy.9941,0.875,0.375,0.125,0.125,0.0,1.0,0.875,1.0,1.0,0.125,1.0,1.0,0.875,1.0
ensure.8117,0.125,0.25,0.25,0.625,0.375,0.75,0.625,0.8571428571428571,0.875,0.5,0.0,0.125,0.5,0.75
envision.3989,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.625,1.0,1.0,0.625,0.5
establish.1554,0.0,0.5,0.375,0.5,0.0,1.0,0.75,1.0,1.0,0.5,0.0,0.0,0.125,1.0
estimate.4700,0.375,0.625,0.5,0.5,0.375,1.0,0.875,1.0,0.625,0.75,0.0,0.0,0.125,1.0
examine.6435,0.625,0.375,0.5,0.75,0.75,0.875,0.5,0.8571428571428571,0.75,0.75,0.625,0.875,0.875,0.875
exist.3686,0.0,0.125,0.375,0.375,0.5,0.0,0.0,0.42857142857142855,0.375,0.375,0.125,0.0,0.125,0.875
exist.4484,0.0,0.125,0.125,0.5,0.0,0.125,0.375,0.8571428571428571,0.125,0.25,0.0,0.375,0.125,0.375
exist.6325,0.625,0.875,0.125,0.625,0.5,0.0,0.5,1.0,1.0,0.125,0.875,0.125,0.0,0.5
expect.11736,0.875,0.5,0.0,0.625,0.375,1.0,1.0,1.0,0.625,0.625,1.0,0.875,0.5,0.875
expect.12274,1.0,0.375,0.375,0.5,0.0,1.0,1.0,1.0,0.625,0.375,1.0,0.375,0.375,0.625
expect.1988,1.0,0.25,0.125,0.375,0.0,1.0,1.0,1.0,0.875,0.5,1.0,0.875,0.625,0.875
expect.2996,0.875,0.375,0.125,0.125,0.0,0.875,1.0,1.0,0.0,0.375,1.0,0.75,0.0,0.375
expect.4100,1.0,0.375,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.625,1.0
expect.485,1.0,0.375,0.125,0.125,0.0,1.0,1.0,1.0,0.875,0.125,1.0,0.875,0.5,0.375
expect.6505,1.0,0.75,0.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.125,0.25
experience.11763,1.0,0.25,0.0,0.875,0.875,1.0,1.0,1.0,0.875,0.125,0.75,1.0,1.0,1.0
explain.11109,1.0,0.125,0.0,0.125,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.625,1.0
explain.11169,1.0,0.25,0.0,0.875,0.875,1.0,1.0,1.0,0.875,0.375,1.0,0.875,1.0,0.875
explain.12226,1.0,0.375,0.125,0.375,0.0,0.875,1.0,1.0,1.0,0.625,1.0,1.0,0.875,0.875
explain.1384,0.875,0.25,0.375,0.375,0.0,1.0,1.0,1.0,0.75,0.75,0.75,0.625,0.75,0.875
explain.1415,1.0,0.25,0.125,0.5,0.375,1.0,1.0,1.0,0.875,0.125,1.0,1.0,0.5,0.875
explain.1516,1.0,0.375,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75,0.625
explain.1552,0.0,0.0,0.0,0.25,0.0,1.0,0.875,1.0,0.0,0.625,0.0,0.0,0.0,1.0
explain.1561,1.0,0.875,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0
explain.257,0.375,0.5,0.125,0.125,0.0,1.0,0.75,1.0,0.875,0.125,0.375,0.0,0.375,1.0
explain.6338,0.5,0.375,0.375,0.375,0.375,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0
explain.9946,1.0,0.375,0.5,0.625,0.375,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.625,0.5
explain.9947,0.875,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.875,0.625,1.0,0.875,0.25,0.375
express.1503,1.0,0.5,0.125,0.25,0.0,0.75,1.0,1.0,1.0,0.5,1.0,1.0,0.375,0.5
extend.4596,1.0,0.5,0.25,0.25,0.0,0.875,1.0,1.0,1.0,0.625,1.0,1.0,0.375,0.75
extend.5663,1.0,0.625,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.625,0.5
fail.167,0.75,0.5,0.125,0.375,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.375,0.125,0.875
fail.277,1.0,0.25,0.25,0.75,0.5,1.0,1.0,1.0,0.25,0.875,0.5,0.0,0.0,0.75
fall.6426,0.375,0.625,0.625,0.375,0.375,0.875,0.625,0.8571428571428571,0.375,0.75,0.125,0.375,0.625,0.875
falter.172,0.75,0.25,0.125,0.75,0.75,1.0,1.0,1.0,0.75,0.125,1.0,0.125,0.125,0.875
fax.4500,1.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.625,0.5
fear.684,0.875,0.125,0.0,0.625,0.375,1.0,1.0,1.0,0.125,0.5,0.125,0.0,0.375,0.625
fear.692,1.0,0.25,0.25,0.75,0.75,1.0,1.0,1.0,0.25,0.875,1.0,0.875,0.125,0.5
feed.8558,1.0,0.625,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.5,0.875
feel.10936,1.0,0.25,0.0,0.625,0.375,1.0,1.0,1.0,0.875,0.5,1.0,1.0,0.875,0.5
feel.12091,1.0,0.5,0.25,0.25,0.0,0.75,1.0,1.0,0.375,0.25,1.0,0.75,0.375,0.75
feel.12249,1.0,0.5,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.0,1.0,0.875,0.5,0.5
feel.1502,1.0,0.625,0.0,0.625,0.375,1.0,1.0,1.0,1.0,0.625,1.0,1.0,0.875,1.0
feel.249,1.0,0.25,0.0,0.375,0.375,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.25,0.5
feel.5152,1.0,0.375,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.875,1.0
feel.5975,0.0,0.625,0.125,0.625,0.375,0.875,0.875,1.0,0.875,0.5,0.0,0.0,0.125,1.0
feel.6052,1.0,0.5,0.5,0.125,0.0,1.0,1.0,1.0,1.0,0.125,1.0,0.875,0.875,1.0
feel.7947,1.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.375,0.5
feel.8875,1.0,0.5,0.0,0.75,0.5,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.75,1.0
feel.8879,0.875,0.25,0.0,0.25,0.0,1.0,1.0,1.0,0.375,0.375,1.0,1.0,0.875,0.875
figure.11908,1.0,0.25,0.0,0.625,0.5,1.0,1.0,1.0,0.5,0.25,1.0,0.875,0.75,0.875
figure.3082,1.0,0.375,0.0,0.375,0.0,1.0,1.0,1.0,1.0,0.875,0.875,1.0,0.75,1.0
figure.4040,1.0,0.5,0.0,0.375,0.375,1.0,1.0,1.0,0.875,0.5,1.0,1.0,0.875,1.0
figure.6235,1.0,0.375,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.625,1.0
find.10602,1.0,0.5,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.375,1.0
find.10639,1.0,0.375,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.5,1.0
find.11100,1.0,0.25,0.125,0.375,0.375,1.0,1.0,1.0,0.625,0.0,1.0,0.875,0.875,0.625
find.11405,1.0,0.75,0.125,0.5,0.375,1.0,1.0,1.0,0.125,0.5,1.0,0.625,0.25,1.0
find.11446,1.0,0.625,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.625,0.5
find.11543,1.0,0.375,0.0,0.375,0.0,1.0,1.0,1.0,0.875,0.0,1.0,0.875,0.75,1.0
find.12105,0.875,0.625,0.125,0.375,0.0,0.875,0.875,0.8571428571428571,1.0,0.125,1.0,0.875,0.75,0.875
find.12106,1.0,0.625,0.375,0.375,0.0,1.0,1.0,1.0,0.75,0.375,1.0,0.75,0.75,0.625
find.1864,0.875,0.25,0.125,0.25,0.0,1.0,1.0,1.0,0.875,0.0,1.0,0.875,0.875,1.0
find.2823,1.0,0.75,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875,1.0
find.4656,0.0,0.625,0.5,0.875,0.875,1.0,0.125,1.0,1.0,0.375,0.0,0.0,0.625,1.0
find.566,1.0,0.75,0.125,0.25,0.0,1.0,1.0,1.0,0.875,0.75,1.0,0.5,0.125,0.375
find.5859,1.0,0.5,0.5,0.25,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.625,0.5
find.6229,1.0,0.625,0.125,0.5,0.375,1.0,1.0,1.0,0.875,0.5,1.0,1.0,0.75,1.0
find.6392,0.5,0.25,0.5,0.625,0.5,1.0,0.5,0.7142857142857143,0.375,0.375,0.5,0.375,0.375,1.0
find.6422,1.0,0.625,0.25,0.375,0.0,1.0,1.0,1.0,1.0,0.625,1.0,0.875,0.625,1.0
find.7311,1.0,0.75,0.25,0.625,0.5,0.875,0.875,0.8571428571428571,0.75,1.0,1.0,0.625,0.5,1.0
find.7660,1.0,0.5,0.0,0.25,0.0,1.0,1.0,1.0,0.75,0.0,1.0,0.625,0.125,0.5
find.7662,1.0,0.75,0.0,0.75,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
find.8820,1.0,0.5,0.125,0.5,0.0,0.875,0.875,1.0,0.875,0.5,1.0,0.875,0.5,0.875
find.9843,0.875,0.375,0.125,0.125,0.0,1.0,1.0,1.0,0.875,0.125,1.0,0.625,0.75,0.625
find.9852,1.0,0.75,0.375,0.625,0.375,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0
finish.11542,1.0,0.125,0.0,0.375,0.0,1.0,1.0,1.0,1.0,0.375,1.0,0.875,0.625,1.0
fix.10368,1.0,0.5,0.125,0.5,0.0,1.0,1.0,1.0,0.75,0.25,1.0,1.0,0.75,0.875
fix.9825,1.0,0.375,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
fix.9856,1.0,0.375,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.125,1.0
fixede.10228,0.75,0.625,0.125,0.375,0.0,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.375,0.75
fly.332,1.0,1.0,0.625,0.625,0.5,1.0,1.0,1.0,1.0,0.625,1.0,1.0,0.875,1.0
focus.7236,0.0,0.375,0.375,0.375,0.375,1.0,0.875,1.0,0.875,0.125,0.0,0.0,0.625,1.0
follow.342,0.0,0.0,0.25,0.25,0.0,0.875,0.875,0.8571428571428571,0.125,0.0,0.0,0.0,0.125,0.0
follow.5133,0.0,0.0,0.0,0.0,0.0,0.625,0.25,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5
follow.6134,0.125,0.375,0.125,0.5,0.375,0.875,0.375,0.8571428571428571,0.375,0.75,0.125,0.375,0.75,0.375
follow.6776,0.0,0.125,0.125,0.25,0.0,0.875,0.125,1.0,0.125,0.125,0.0,0.0,0.125,0.875
forget.3130,0.875,0.5,0.0,0.125,0.0,1.0,1.0,1.0,0.5,0.125,1.0,0.125,0.125,0.375
forward.3892,1.0,0.375,0.375,0.375,0.0,0.875,1.0,1.0,0.875,0.5,1.0,0.875,0.75,0.875
frequent.12115,1.0,0.625,0.125,0.5,0.5,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0
fund.1242,0.0,0.875,1.0,0.625,0.375,1.0,1.0,1.0,0.625,0.25,0.0,0.0,0.125,0.875
fuss.6383,0.875,0.5,0.0,0.5,0.5,0.5,0.75,1.0,1.0,1.0,1.0,1.0,0.375,1.0
generate.146,0.0,0.25,0.0,0.75,0.875,0.625,0.5,0.8571428571428571,0.5,0.625,0.0,0.5,0.5,1.0
get.10109,1.0,0.75,0.0,0.625,0.5,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.875,1.0
get.11057,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0
get.11202,1.0,0.625,0.0,0.625,0.5,0.625,1.0,1.0,1.0,0.5,1.0,1.0,0.875,1.0
get.11615,1.0,0.125,0.25,0.25,0.0,1.0,1.0,1.0,0.875,0.25,1.0,0.875,0.875,0.25
get.12327,1.0,0.25,0.0,0.25,0.0,1.0,1.0,1.0,0.125,0.5,1.0,0.625,0.875,0.875
get.12433,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
get.12527,1.0,0.375,0.125,0.375,0.375,1.0,1.0,1.0,0.75,0.0,1.0,0.875,0.875,0.625
get.3552,0.125,1.0,0.125,0.375,0.5,1.0,0.625,1.0,0.875,0.125,0.0,0.125,0.375,1.0
get.4261,1.0,0.125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0
get.5128,0.875,0.375,0.125,0.25,0.0,1.0,1.0,1.0,0.875,0.75,0.625,0.5,0.875,0.5
get.5583,1.0,0.5,0.0,0.875,0.875,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.625,1.0
get.5591,0.875,0.25,0.0,0.375,0.0,1.0,1.0,1.0,0.875,0.375,1.0,0.875,0.875,0.875
get.6799,0.0,0.0,0.0,0.25,0.0,1.0,0.25,1.0,0.5,0.25,0.0,0.0,0.0,1.0
get.6807,0.0,0.0,0.0,0.25,0.0,0.75,0.75,1.0,1.0,0.0,0.0,0.5,0.25,1.0
